100089,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.7130144517055332,124416
100088,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.018278772309286907,159.3
100087,0xa71e54202d9bca276119d283f51bda5051c0abb4,0.1976956706567665,86.4
100086,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00021909277695668583,153.84
100085,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0,154.26
100084,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.974,154.8
100083,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.07521728256171151,154.44
100082,0x427fb105d12a7879f784079b2612f881318839a8,0.07171429811609932,0.18
100081,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00007529819714720959,156.36
100080,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00022462436793318772,156.36
100079,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,158.7
100078,0x427fb105d12a7879f784079b2612f881318839a8,0.0023664938770407346,3.6
100077,0x427fb105d12a7879f784079b2612f881318839a8,0.0023664938770407346,3.6
100076,0x427fb105d12a7879f784079b2612f881318839a8,0.04732987754081469,0.06
100075,0x427fb105d12a7879f784079b2612f881318839a8,0,0.12
100074,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100073,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100072,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.006897169505755071,0.06
100071,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100070,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100069,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.007778795844378954,0.06
100068,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00338,2.58
100067,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100066,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100065,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100064,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100063,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07738238221989487,0.06
100062,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0,0.06
100061,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.07722188125959929,0.06
100060,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0.0257406270865331,0.06
100059,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.5740627086533097e-13,0.06
100058,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.5740627086533097e-14,0.06
100057,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.5740627086533097e-14,0.06
100056,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.6802665338769083e-14,0.06
100055,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.6802665338769083e-14,0.06
100054,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.6802665338769083e-14,0.06
100053,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0,0.06
100052,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0,0.06
100051,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0,0.06
100050,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,0,0.06
100049,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.6989364628864138e-14,0.06
100048,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,9.508700330305459,31104
100047,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.7326178264523466e-14,0.06
100046,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.85616,164.04
100045,0x427fb105d12a7879f784079b2612f881318839a8,0,0.06
100044,0x1736928c3234fc83ba00a6c8fd404e48cdd0b567,2.7772272205766115e-14,0.06
100043,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00002634929407535924,0.9
100042,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00038,0.3
100041,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.19898,159.18
100040,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.19898,159.18
100039,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.19898,159.18
100038,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.032,161.7
100037,0x427fb105d12a7879f784079b2612f881318839a8,0.28150852076155514,0.06
100036,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.02,197.88
100035,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.026405355788200077,151.74
100034,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.00956,0.84
100033,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0002,154.92
100032,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.002,157.08
100031,0xb78a53601003f6e79ddb39c9f6d42dcc9bf71650,0.02,158.16
100030,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.01,172.8
100029,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.001,172.8
100028,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.001,172.8
100027,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,172.8
100026,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0060113381175170765,172.8
100025,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0030056690587585383,172.8
100024,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0030056690587585383,172.8
100023,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.003047122399033181,234.78
100022,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0036565468789065405,234.9
100021,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0036565468789065405,234.9
100020,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.003656546878899136,235.92
100019,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,158.22
100018,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0003008244113070324,0.9
100017,0xe3695697967ea881d749e876d80ab02fa3d584d2,0.009024732339211871,93312
100016,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0003008244113070622,95904
100015,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0003008244113070625,2592
100014,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0003008244113070625,172.8
100013,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0031922514056357174,150.66
100012,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,172.8
100011,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0,172.8
100010,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.003176498347745155,172.8
100009,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.003176498347745155,2592
100008,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.003176498347745155,172.8
100007,0x61e3cef3bc04e141ea2a03a62cd9293d16c82344,0,8640
100006,0x4aa4a02708b5a191cd9f42d6c3a99385b180610c,0,432
100005,0x8e5a18bd75b1160d587122177fddee21a9c90ad9,0,172.8
100004,0x8e5a18bd75b1160d587122177fddee21a9c90ad9,0,172.8
100003,0x8e5a18bd75b1160d587122177fddee21a9c90ad9,0,172.8
100002,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0005284410837954581,0.78
100001,0x75f1d2c181ab558794302be8fbe1c2e4aaed9478,0.0005284410837955745,172.8
100000,0xe3695697967ea881d749e876d80ab02fa3d584d2,0.002643115294793344,172.8
